tweet,location
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/kgHILsZYig | @tpm","Fargo,ND"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/HSOkdNfksi | @tpm","Marin County, CA"
"RT @realDonaldTrump: ""@WhiteGenocideTM: @realDonaldTrump Poor Jeb. I could've sworn I saw him outside Trump Tower the other day! https://t.…","Vista, CA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/GraxFNjb1b | @tpm","DFW, TX"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/9vqPf3tbq4 | @tpm","Rochester, NY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/VTHAQIH3Ye | @tpm","Montgomery, AL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/FcEQGBxmZF | @tpm","Atlanta, GA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/SnMRMbfArb | @tpm","Memphis, TN"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/duWfZBK2Bj | @tpm","Charleston, WV"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/g1RpoVH9tj | @tpm","Buffalo, NY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/TBYmdlFtfL | @tpm","Topeka, KS"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/VJw4YoKgS6 | @tpm","Tucson, AZ"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/THviK47iCP | @tpm","New Haven, CT"
@bristola48 @creditease @HillaryClinton @BernieSanders voters like that are kind of lazy,"Alpharetta, Georgia"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/EdNkhiclWy | @tpm","Phoenix,AZ"
"#AMERICANS want #ILLEGALS Deported 
Who will actually do it ?
@realDonaldTrump","Philadelphia, PA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/DL2zaL8Uoa | @tpm","Richmond, VA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/nEmXupqkgm | @tpm","New York, NY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/BMMeYHIe3h | @tpm","Cleveland, OH"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/nsskECu8yc | @tpm","Santa Fe , NM"
I am crushed! Steven Tyler is a republican!! Wtf?,"Nevada, USA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ZLUCGIxoAE | @tpm","St. Louis, MO"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/MMJ7XNXMTC | @tpm","Baltimore, MD"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/zIdoLFvaGa | @tpm","Houston, TX"
RT @aClassicLiberal: Buckley purged the conservative movement of the alt-Right (John Birchers etc).Trump brought them in. @morganwarstler h…,"Stockholm, Sweden"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/fGO8oqrERC | @tpm","North Shore, IL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/M7Gf9e334x | @tpm","San Diego, CA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/13icy8gd8f | @tpm","Naples, FL"
RT @Krvsty: teen moms on facebook: Donald trump is not racist !,"Selden, New York"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/3FSwvK6cDv | @tpm","New Orleans, LA"
"RT @DebndanfarrDeb: WHY DID TED CRUZ NATURALIZE 15 MONTHS AGO?
if he had dual citzenship as HE claims
voting in our Senate as a Canadian ht…","Texas, USA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/Za9RpCyDWR | @tpm","Omaha, NE"
"Sanders Couldnt Faced the Benghazi Committee Like Hillary  https://t.co/o9VdeMIR0l HE DIDNT HAVE TO
#Bernie2016 #FeelTheBern  #WeAreBernie","New Jersey, USA"
RT @nytimes: What Donald Trump’s retweets reveal https://t.co/c3eWAuFWPs via @nytopinion https://t.co/RmHnaVBlkO,"Metropolis, IL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/GGzU4yNfcr | @tpm","Trenton, NJ"
"It’s on! National Review dropped from GOP debate, publisher fires back https://t.co/PUQuAERgVs - @BizPacReview","North Palm Beach, Florida"
Donald Trump Just Praised Reagan’s 1986… https://t.co/oa9OKBjl71 #FeaturedStory #FrontPageStories #tcot #RadioAnswer https://t.co/qoP5eDtyEK,"Atlanta, GA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/f7iGuLat3j | @tpm","Ottawa, Canada"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/o3BO5igRkS | @tpm","Frankfort, KY"
"RT @veganvecoh: Jesse Watters: Trump is the most conversative, with 3 core principles - Immigration, National Security and Jobs. https://t.…","Phoenix, Arizona"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/Ib1YYdHrgc | @tpm","Concord, NH"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/3Zfcf9Jq85 | @tpm","Reno, NV"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/kgcw3MG49X | @tpm","Albuquerque, NM"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/379Oz7fu0Q | @tpm","Triangle (Raleigh, Durham), NC"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ZQGsAATMMH | @tpm","Cincinnati, OH"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/eK1rFOfFEJ | @tpm","Columbia, MO"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/mRXiEDPZ32 | @tpm","Bismarck, ND"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/dRsxmLazFm | @tpm","Lansing, MI"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ZnZRVL6HnI | @tpm","Cheyenne, WY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/3d7lB8VtSZ | @tpm","Indianapolis, IN"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/G0PSAO62jB | @tpm","Pittsburgh, PA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/IvoXF247af | @tpm","Jefferson City, MO"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/3TI29Fodm3 | @tpm","Portland, OR"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ZqxeUut0XB | @tpm","Harrisburg, PA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ihqlaCKjpV | @tpm","Newark, NJ"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/AdlKoYbuvT | @tpm","Jackson, MS"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/VeCKDBoVly | @tpm","Springfield, IL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/WJnmA7yhnF | @tpm","Lincoln, NE"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/28dZRABFZ6 | @tpm","El Paso, TX"
RT @VibeMagazine: One man asks loved ones not to vote for Donald Trump. In his obituary: https://t.co/XrdwEgTQro https://t.co/AUUZHOdEsL,"Milano, Lombardia"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/21rqOiCZQC | @tpm","Tulsa, OK"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/jcVnJlqDlX | @tpm","Ann Arbor, MI"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/AK6WmdOMYC | @tpm","Bellevue, WA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/pR4a841e6m | @tpm","Oklahoma City, OK"
"It’s on! National Review dropped from GOP debate, publisher fires back https://t.co/IZhpSmNIy7  via @BizPacReview","West Palm Beach, Florida"
@Dohty_Carter @Tanya_USA @ajoayana @realDonaldTrump I agree,"Colima, Mexico"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/4On6cKsrZ8 | @tpm","Long Island, NY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/B9UZ6sHDZD | @tpm","Hawaii, HI"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/OHQxzPBPiu | @tpm","Kansas City, MO"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/EtQRIK6RUu | @tpm","Columbia, SC"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/Aao7hfnu0o | @tpm","Los Angeles, CA"
"RT @artist4ever: GOP is paying for Bernie to be the nominee. He has faced no GOP scrutiny, their wet dream opponent. #ImWithHer  https://t.…","Doral-Miami, FL"
Palin&amp;#8217;s endorsement fails to excite Trump rallygoers - https://t.co/W5VCqqHYlc,"Wilsonville, Il"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/E6oX45EVed | @tpm","Westchester, NY"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/HugtJNdWc7 | @tpm","Helena, MT"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/W7UDrJ56ez | @tpm","Knoxville, TN"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/19d2CsXnMP | @tpm","Edmonton, Canada"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/fErikey5MY | @tpm","Calgary, Alberta, Canada"
SCANDAL: Glenn Beck calls Donald Trump “Hitler” and supporters “Nazis” ahead of Cruz event in Iowa https://t.co/CmnbQz20aT via Prntly,"Hattiesburg, MS"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/XgyOkBxe9V | @tpm","Nashville, TN"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/R2EFZ92Jrp | @tpm","Milwaukee, WI"
RT @nytimes: What Donald Trump’s retweets reveal https://t.co/c3eWAuFWPs via @nytopinion https://t.co/RmHnaVBlkO,"Austin, TX"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/ftgxgQ0DYS | @tpm","Dover, DE"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/n8G7pEz6tF | @tpm","Fort Worth, TX"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/KN3nfIPv5z | @tpm","Vancouver, Canada"
RT @GaryLineker: Ted Cruz = Brian Clough anyone? https://t.co/I1M7V0tlpj,"Paris, Limoges"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/UF0HzOIqKH | @tpm","Washington, DC"
RT @GaryLineker: Ted Cruz = Brian Clough anyone? https://t.co/I1M7V0tlpj,"East Midlands, England"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/0MLgVDWjjA | @tpm","San Antonio, TX"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/0fXug6hXHA | @tpm","Augusta, ME"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/vM0Uaa4jak | @tpm","Denver, CO"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/NDmBXj42U3 | @tpm","Fairfield County, CT"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/R2jfEoNKyr | @tpm","Stockton, CA"
"GOP establishment Figures Trump is Pregnant, Bought, &amp; Paid 4  https://t.co/Ksf293r7Y5","portland, oregon"
Rumors  circulating  that Ted Cruz stepped into the CLOSET to hide some skeletons and bumped into Lindsey Graham...Strange!!! #Trump2016,"Tampa, FL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/1iIVtD9nO6 | @tpm","Boise, ID"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/VECaoZmaNt | @tpm","Chicago, IL"
Trump vs. Trump: Evolving Positions Over The Years | Meet The Press | NB... https://t.co/oQvyYSgdEN via @YouTube,"Concord, New Hampshire"
"RT @Women4Bernie: ""We want our whole damn dollar!"" as @ninaturner says
Bernie supports #ERA It will guarntee pay equity. #FeelTheBern https…","Larose, LA"
"America May Have Forgotten Schwarzenegger 2003, but Donald Trump 2016 Has Not https://t.co/StcJi5gSn7 via VanityFair","The Beaches, Toronto."
RT @dlreville: Donald Trump Forced to Delete Video From Facebook. First it was Nazis; now this!  https://t.co/7cqu0Be0pO via @theblaze,"Virginia, USA"
RT @BlazePhoenix_: Obama Adviser Van Jones:Dem Base In Rebellion Against #Hillary2016 inauthenticity &amp; baseless attacks on #Bernie2016 http…,"Cleveland, OH"
"URGENT - Intellictuals Read
Please read and retweet perhaps those who are undecided see

DONALD TRUMP BEST AMERICA https://t.co/26xly5KXmY","Heavener, OK"
RT @SaraJBenincasa: Don't miss the #1 gay erotica book...that's right...it's about Donald Trump and it's a parody by @aguywithnolife! https…,"Los Angeles, CA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/yhoWJQ8ZjM | @tpm","Portsmouth, NH"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/kJFo3Cy3iP | @tpm","Virginia Beach, VA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/zRQMAUQMl8 | @tpm","Des Moines, IA"
"Married Couple Stops To Help TRUMP Fix Flat Tire, They NEVER Expected What Happened NEXT https://t.co/bZqGHSSInV","Las Vegas, Nevada"
"RT @JudicialWatch: Hillary Clinton’s E-Mail Scandal: ""Far Graver than First Thought"": https://t.co/XQreEGuc2P via @NRO","N Ft Myers, FL"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/RYFvG3VlqQ | @tpm","Providence , RI"
Donald Trump Has Decided Jerusalem is the Capital of Israel &amp;#8211; The U.S. Has Not - https://t.co/DGhiqz6kFi,"Wilsonville, Il"
"RT @santiagos58: Candidate Trump’s “America First” Economic Solutions… 

Ok economic solutions!
Read them share them, part 1 and 2
👊😎 https…","Heavener, OK"
RT @DanScavino: The National Review-attempting to destroy @realDonaldTrump- has a poll😂which is back firing. https://t.co/HUTMr1zPz8 https:…,"Freedom, USA"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/MRTk9oYDO4 | @tpm","San Francisco, CA"
Willie Robertson endorses Donald Trump at Outdoor Sportsman Awards | https://t.co/xivRlmsoeM @realDonaldTrump,"North Carolina, USA"
#HillaryClinton  Created these as fund raiser 4 Hillary.Donating every time someone gets one.https://t.co/APbGLIn7z3 https://t.co/SFo2Z9GAiB,"Manhattan, NY"
"RT @VivaLaAmes: More ""Principled Conservative Ted Cruz Values"" or as we like to say, ""LIES.""  The house in the ad? It's still there. https:…","Monticello, NY"
"RT @Mike_Beacham: #TRUTH 
TIME to CLEAN HOUSE 
#NoMorePC 
VOTING REVOLUTION REQUIRED 
#MakeAmericaGreatAgain 
@realDonaldTrump 
#tcot  http…","Arkansas, USA"
"RT @irishspy: Hypersensitive egoist once again shows his thin skin to the world. Grow up, @realDonaldTrump. #AgainstTrump  https://t.co/oxk…","Fort Worth, TX"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/vfDbfYDXCi | @tpm","Las Vegas, NV"
"TheHalliCJShow on #Benghazi #hillaryclinton #statedepartment #Islamistmilitants https://t.co/4qXV2EFWtT 
 @caitlinsgilbert @Oprice3","Washington, DC"
"#HRC SC plan in trouble as her lead shrinks.
#FeelTheBern #BernieSanders  https://t.co/xlt18sJaUp","Bilskirnir, Asgard"
"RT @SkyNews: PM hits out at #DonaldTrump for ""trying to blame all Muslims for the ideology of a minority"" https://t.co/AwwunCDgwg https://t…","Saxony, Germany"
"Beautiful photo
#WeAreBernie #FeelTheBern @BernieSanders https://t.co/a3apt4rkzW","Michigan, USA"
"RT @EWErickson: ""The substance of Trump is a man obsessed with success. It doesn’t matter what endeavor he’s in, he wants to win."" https://…","Brisbane, Australia"
"GOP Kansas Senator Imposes Dress Code For Female Witnesses: TOPEKA, Kan. (AP) — A dress code imposed by a… https://t.co/WykyXNVMQu | @tpm","Boston, MA"
"@stephenfhayes @realDonaldTrump why he will win general election in landslide,most views change with time,we all do with new circumstances","Lancaster, Pa"
"RT @espiekermann: Cannot stand that Trump uses my #FFMeta @FontShop: (only in the background, but still) He only deserves Arial https://t.c…","Bournemouth, UK"
"RT @LeChatNoire4: Sanders bows to the establishment https://t.co/oqyJTaMco9
BernieSanders starting to back track and pander - His ego bit h…","Leavenworth, WA "
"@paulmeyer745 @DailyCaller 
Trump could care less about Malcolm X, just like all the rest of us. It's OK to be a racist, there are reasons","Georgia, USA"
I don’t get this Trump phenomenon................. https://t.co/sAIibKIz5s,"Dallas, TX"
"RT @billmckibben: Um, that guy @BernieSanders calls for end to #fracking. Because there's certain kinds of burn we don't want to feel. http…","Burlington, VT"
"RT @GuerrillaDems: Today Corporate Media is Doing Everything it Can to Bury @BernieSanders It's Obvious &amp; Scary

#WeAreBernie #iacaucus htt…","Las Vegas, NV USA"
RT @HenrikHindby: 3rd grader really hopes Donald Trump doesn't get elected as president. [https://t.co/m1EgWUCJEh] https://t.co/tGCnnp4ty8,"Earth, Sometimes."
"RT @paulmeyer745: Trump Spokeswoman: Malcolm X Is ‘My Idol,’ Republicans Are Racist https://t.co/zG6clXiLkF via @dailycaller","Georgia, USA"
@RichLowry :You're a do-nothing all-talk-no-action degenerate. You bend over for the lobbyist establishment @realDonaldTrump @RogerJStoneJr,"Jersey City, NJ"
"@HaloOneForTrump @heidicruz @tedcruz @PlaysTrumpCard INTERESTING POINT, THANKS!","Bayern, Deutschland"
RT @TMZ: Holly Holm -- I'm Likin' Trump for Prez https://t.co/NkISDgvPDM,"San Antonio, TX   "
"New trending GIF tagged tv, gif, donald trump, trump, gifnews via Giphy https://t.co/2GsW0ojzZf https://t.co/zBJiEVDpZ2","Karachi, Pakistan"
"Ted Cruz’s campaign is handing out bottled water in Flint — but only to anti-abortion groups: 
(AP Ph... https://t.co/kakSNXYfx3 #ANS2014","Warwickshire, United Kingdom "
RT @The_Minute_Man: This is infuriating. What is wrong with @BarackObama @POTUS @thehill @Iran #Iran #terrorism @GOP @WhiteHouse  https://t…,"Daytona Beach, Florida USA"
RT @RogerJStoneJr: I challenge @marklevinshow to debate the merits of @realDonaldTrump vs @tedcruz in a neutral forum  What do u say #punka…,"Oklahoma, USA"
#CIA #HillaryClinton #Libya #Benghazi w/ #13Hours Mitchell Zuckoff TheHallicJShow https://t.co/4qXV2EFWtT  @BridgetABurnham @nancytalk2013,"Washington, DC"
"https://t.co/0nFcI7QXiz
#Bergdahl backfires on #Trump @tgradous @marylene58 @LLMajer @larryvance47 @JVER1 @LVNancy @qnoftherealm @usvetram","Jacksonville, FL"
RT @David360NC: DON’T GO DOWN WITH THE CRUZ SHIP! JUMP ON THE #TRUMPTRAIN! “DESTINATION WHITE HOUSE” #Iowa #MakeAmericaGreatAgain  https://…,"Michigan, USA"
"Ann Coulter Has Shocking News About an Upcoming Donald Trump Scandal - 
https://t.co/KIyYuaaIpE","Kingman, Arizona"
RT @NRO: Jonah Goldberg: Trump 'Up Until 3 A.M. Tweeting Like a Little Girl' About Our Critiques https://t.co/zegJ6AFq8Q https://t.co/qMR8u…,"Tampa Bay Area, Florida"
@AnnCoulter I love @realDonaldTrump because the establishment rino's hate him...plus I like what he says.,"Haverhill, MA / Lawrence, MA"
RT @bea_ker: Donald Trump's campaign is basically that thing where you say the wrong answer in Pictionary then just keep saying it louder a…,"Sea Cliff, NY"
"@dilemmv @MSNBC @HillaryClinton Everyone on the planet, including @HillaryClinton, knew that @BernieSanders was going to take NH.","St. Louis, MO"
RT @RNRIllinois: Who the Hell wants to #FeelTheBern really? Nobody in their right mind is who. #RedNationRising #tcot #PJNET #Orpuw https:/…,"Miami, FL"
RT @David360NC: DON’T GO DOWN WITH THE CRUZ SHIP! JUMP ON THE #TRUMPTRAIN! “DESTINATION WHITE HOUSE” #Iowa #MakeAmericaGreatAgain  https://…,"Brooklyn, NY"
"RT @France4Hillary: #Trump is campaigning alongside a total embarrassment, whose speeches are rambling and incoherent! #DumpTrump https://t…","Houston, TX"
"RT @Mike_Beacham: Top Ted Cruz Activist Jumps Ship ..
. Joins Donald Trump Campaign 
- FITSNews 
https://t.co/rcYG37n9H6 via @po_st 
@realD…","Washington, D.C. "
RT @TherealMadMikeM: Lmao.... Figures!! What will happen when this doesn't damage @realDonaldTrump ?!? https://t.co/8G35tvGWZa,"Florida Adentro, Puerto Rico"
@DLoesch - We do chew gum &amp; walk @ same time.  You're off the board w/ your TRUMP hate.,"Ohio, USA"
RT @theratzpack: @DRJAMESCABOT Trump supporter here.I would love to give ya follow except for one thing. Follow back and i can DM ya. #Make…,"Vista, CA"
Moody's Analysis: A Democrat Will Win The White House In 2016 https://t.co/LP68TZJD9A via @opposingviews,"My heart belongs to Madison,WI"
"RT @FoxNews: .@jessebwatters: ""@realDonaldTrump is the one guy that probably can't be bought."" #TheFive https://t.co/Wbn75l7tLq","Monticello, NY"
"#AMERICANS want our Military to bomb the holy hell out of #ISIS 
Who will actually do it ?
@realDonaldTrump","Philadelphia, PA"
Donald Trump Self Destructs And Retweets Support From White Nationalist - https://t.co/JHB4NsiXEl,"Wilsonville, Il"
RT @scotty2971: #WeAreBernie cause the GOP wants to drag us back in time while HRC wants to keep things the same.Neither is acceptable.,"Boston, MA"
RT @AlleyKat2: My only regret is I wasn't a subscriber to begin with so I could drop them like I did with #macys https://t.co/q0zw8bwmgY,"Florida Adentro, Puerto Rico"
"RT @Alasscan_: Praised by Cruz, Sanders Calls Obamacare a 'Moderate Republican Piece of Legislation' https://t.co/gKArazVk6p #PJMedia via @…","California, USA"
"RT @MsAvaArmstrong: I am absolutely in love with Ted Cruz, get to know his stance on issues:  https://t.co/JGXQn7HwKz https://t.co/FrDzbRFj…","Florida, USA"
"I'm sorry East Coast, but I'm glad I can put on CNN and see something other than ""Latest Act Of Stupidity From Trump."" #snowmaggedon2016","Tampa, by way of Queens"
"@klansmen4trump @realDonaldTrump Trump is the only candidate qualified for 21st Century America, we need smart choices, #TRUMP2016","Brooklyn, NY"
#FeelTheBern The Latest: Kerber advances to the 4th round at Melbourne https://t.co/kbpdNOntwb #Bernie2016,"Phoenix, AZ"
RT @dissentingj: Desperado. @repjohnlewis alone eclipses ALL of Sanders's black surrogates added together &amp; multiplied by 10 million https:…,"I Follow if you do,  Florida"
RT @GaryLineker: Ted Cruz = Brian Clough anyone? https://t.co/I1M7V0tlpj,"England, United Kingdom"
RT @_BooScout_: #HillaryforMe @HillaryClinton is the best qualified candidate in a lifetime. She gives us solutions not empty revolutions. …,"Massachusetts, USA"
"#FeelTheBern Unrest for 2nd day: 7,000 hold anti-govt protest in Moldova https://t.co/odqIrJBeFy #Bernie2016","Phoenix, AZ"
"#FeelTheBern Face the Nation 2016 diary, January 22: GOP elites weigh Ted Cruz vs. Donald Trump https://t.co/OBXbCJHTID #Bernie2016","Phoenix, AZ"
"RT @mitchellvii: Jesse Watters on @FoxNews GETS Donald Trump and what this movement is about:

https://t.co/MTDsmeUvOc","Offices:Houston, DC, Nashville"
Trump is like a shot in the arm. Make me stronger and healthier https://t.co/3zpjPZrua7,"New Orleans, LA"
"#FeelTheBern Face the Nation 2016 diary, January 22: GOP elites weigh Cruz vs. Trump https://t.co/aJABeU4Os8 #Bernie2016","Phoenix, AZ"
"RT @Garmstrong24Bev: When Donald Trump was asked how long it takes to do his hair , he didn't have a clue. He's never there#InOtherNews","laindon, Essex"
